景点名称,景区评级,地点,标签列表,热度值,评分,评价数量
摘星台公园,,淇县,"朝歌文化遗存地, 历史建筑",2.5,4,64条点评
栾川蝴蝶谷景区,,栾川,"林密花繁，蝴蝶随处可见, 遛娃宝藏地",2.4,3.4,58条点评
永厚陵文化遗址公园,,巩义,,2.4,4.2,17条点评
万安山山顶公园,4A,洛阳,"多功能综合性休闲公园, 公园&植物园",2.4,4.1,31条点评
南天门(金灯寺),4A,林州,"赏古建筑，品特色美食, 古镇古村",2.4,3.7,27条点评
南天门(金灯寺),,林州,,2.4,,
桑园小镇,4A,鹤壁,"赏古建筑，品特色美食, 古镇古村",2.4,3.7,27条点评
皇姑浴温泉,,鲁山,"园林建筑古朴典雅, 遛娃宝藏地",2.5,4.5,171条点评
红旗渠风景区青年洞景区-络丝潭,,林州,自然山水,2.4,5,1条点评
香山普门禅寺-香山普门禅寺,,平顶山,,2.4,5,2条点评
豫西大峡谷漂流,,卢氏,,2.6,4,4条点评
卧龙谷,,嵩县,"豫西山水画廊, 自然山水",2.4,4,41条点评
嫘祖文化苑,,西平,大型文化活动场所,2.4,5,7条点评
一线天,,修武,"大自然的鬼斧神工, 自然山水",2.4,4.5,46条点评
净影风景区,,修武,"天然氧吧, 历史建筑",2.4,5,37条点评
崖天下终点,,辉县,赛事,2.4,5,1条点评
崖天下终点,,辉县,,2.4,,
2026安阳马拉松赛,,安阳,赛事,2.3,,
洛阳隋唐大运河国家文化公园-东区,,洛阳,,2.4,5,1条点评
开封府景区广场,,开封,,2.4,5,1条点评
李煜墓,,洛阳,,2.4,5,1条点评
白居易墓园,,洛阳,公园&植物园,2.4,5,1条点评
龙都海洋世界,,信阳,"生物种类多，有美人鱼表演, 亲近动物",2.4,4.2,27条点评
密县县衙,,新密,"拥有一千多年的历史, 历史建筑",2.4,4.4,61条点评
乔家大院,,洛宁,历史建筑,2.4,,
钟楼,,安阳,"古朴典雅的高台建筑, 历史建筑",2.4,4.7,79条点评
大宋武馆,,开封,历史建筑,2.4,4.7,3条点评
大宋武馆,,开封,,2.4,,
仰韶村国家考古遗址公园,,渑池,历史建筑,2.4,4.7,3条点评
建业运河古镇,,周口,夜游观景,2.4,,
郑州市碧沙岗公园,,郑州,"参观热带鱼展览馆, 公园&植物园",2.4,4.7,154条点评
易园,,安阳,"八卦文化背景的植物公园, 公园&植物园",2.4,4.8,25条点评
极致水世界,,驻马店,遛娃宝藏地,2.4,4.4,71条点评
灵山温泉度假村,,宜阳,泡温泉,2.4,3.7,3条点评
双子塔南塔天空之城,,郑州,,2.4,5,3条点评
中原国际会展中心,,中牟,,2.4,,
王府山,,南阳,博物馆&展馆,2.4,5,5条点评
银基动物王国-喷泉,4A,新密,"观长城怀古，感受佛教禅悟, 登高爬山",2.4,3.6,22条点评
银基动物王国-喷泉,,新密,,2.4,,
阿婆寨,,鲁山,"观长城怀古，感受佛教禅悟, 登高爬山",2.4,3.6,22条点评
金汤山温泉滑雪旅游度假区,,鲁山,度假村,2.4,2.4,10条点评
宝泉避暑山庄,,辉县,,2.4,,
水秀街,,濮阳,城市漫步,2.4,4.3,3条点评
二程文化园,4A,伊川,园林花园,2.4,3.6,14条点评
恐龙谷漂流,4A,汝阳,欣赏两岸的峡谷峭壁,2.4,3.5,23条点评
赵庄景区,,淇县,夜游观景,2.4,,
兰若寺,,扶沟,"历史悠久的寺庙, 历史建筑",2.4,4.9,8条点评
具茨山国家级森林公园,,新郑,"黄帝文化遗迹遍布山野, 登高爬山",2.4,4.5,174条点评
栾川传奇•冰雪世界,4A,栾川,主题乐园&游乐场,2.4,5,3条点评
栾川传奇•冰雪世界,,栾川,主题乐园&游乐场,2.4,5,3条点评
黄河公园,4A,三门峡,"位于黄河风光带的生态公园, 自然山水",2.4,4.6,38条点评
梦之蓝体育馆,,郑州,,2.4,,
老子历史博物馆,,鹿邑,博物馆&展馆,2.4,5,1条点评
《宇宙回响XR》沉浸式XR互动科教探索展 -  郑州大剧院,,郑州,,2.4,5,1条点评
香山寺景区,,宝丰,,2.5,,
洛阳翔龙大峡谷景区,,嵩县,近两年重开,2.4,1,1条点评
塔山湖乐园,,荥阳,遛娃宝藏地,2.3,4.9,25条点评
小浪底-观景台,,济源,,2.4,5,1条点评
《甲骨文奇遇记》沉浸式数字展,,安阳,,2.4,,
纣王殿村,,淇县,古镇古村,2.4,5,2条点评
纣王殿村,,淇县,古镇古村,2.4,5,2条点评
鹳雀楼,,郑州,,2.4,4,1条点评
小南海风景区,,安阳,"湖光山色，古迹星罗, 历史建筑",2.4,5,27条点评
万佛沟,,安阳,历史建筑,2.4,5,19条点评
刘青霞故居,,开封,,2.4,4.5,10条点评
黄河生态保护教育基地,,洛阳,,2.4,,
洛阳汉服·旅拍基地,,洛阳,,2.4,5,1条点评
天鹅湖伊河湿地游园,,洛阳,,2.4,,
林州幽谷芝兰度假中心(太行大峡谷店),,林州,,2.4,,
东岳庙,,新乡,道教庙宇，展现古石刻艺术,2.4,4.6,26条点评
司母戊鼎,,安阳,动物园&水族馆,2.3,4,1条点评
司母戊鼎,,安阳,,2.3,4,1条点评
天鹅湖伊河动物园,,洛阳,动物园&水族馆,2.4,5,1条点评
云崖漫步,,辉县,,2.4,,
牡丹公园,,洛阳,"以洛阳牡丹文化为特色, 夜游观景",2.4,4.7,127条点评
郑州 · 嗨聚等你《星歌手演唱会》2026巡演&逗沫喜剧,,郑州,演唱会,2.4,,
玉皇顶,,西峡,"中原第三峰, 历史建筑",2.4,3.7,11条点评
太行山-桃花洞,,林州,自然山水,2.4,4,6条点评
美龄舞厅,,信阳,,2.4,1,1条点评
楚河汉界古战场风景区,,荥阳,"因刘邦与项羽对垒所筑, 历史建筑",2.4,4.5,84条点评
茱萸峰-观景台,,修武,地标观景,2.4,4.7,8条点评
大雷音寺,4A,鲁山,历史建筑,2.4,4.1,819条点评
大雷音寺,,鲁山,历史建筑,2.4,,
古柏渡飞黄旅游区,4A,荥阳,大漠黄河高山绿洲景观,2.3,4.1,819条点评
古柏渡丰乐樱花园,4A,荥阳,"种有不同品种的珍稀樱花, 遛娃宝藏地",2.3,4,276条点评
郑州市文物考古研究院考古博物馆,,郑州,博物馆&展馆,2.4,5,1条点评
花果山,,桐柏,,2.4,1,1条点评
洛阳薰衣草庄园,4A,洛阳,适合度假养生的创意农业园,2.4,3.8,223条点评
坎儿井,,林州,,2.4,,
刘邦斩蛇碑,,永城,"人文景观，历史韵味浓厚, 夜游观景",2.4,4.6,53条点评
太行大峡谷景区-观景台,,林州,地标观景,2.4,4,1条点评
水上游乐,,新安,水上乐园&水世界,2.4,4,1条点评
张良洞,4A,禹州,历史建筑,2.4,5,12条点评
张良洞,,禹州,历史建筑,2.4,5,12条点评
幻境空间悬空玻璃剧场,,洛阳,特色展馆,2.4,5,12条点评
东大寺,,开封,,2.4,4.4,24条点评
侯方域故居,,商丘,历史建筑,2.3,5,3条点评
华夏古乐音乐考古复原展演,,郑州,,2.4,5,1条点评
甘山国家森林公园,4A,三门峡,"漫山遍野奇山异峰, 登高爬山",2.3,4.3,37条点评
鄢陵花溪温泉,,鄢陵,"众多浪漫有情调的温泉池, 遛娃宝藏地",2.3,4.6,154条点评
南阳长颈鹿欢乐世界,,南召,主题乐园&游乐场,2.3,5,2条点评
古阳洞,,洛阳,"开凿早内容丰富书法艺术高, 自然山水",2.3,4.7,78条点评
新乡 · 杨丽萍导演作品舞剧《春之祭》,,新乡,舞蹈舞剧,2.4,,
官渡之战遗址,,原阳,"歇山式仿古建筑, 博物馆&展馆",2.3,4,1条点评
官渡之战遗址,,原阳,,2.3,4,1条点评
新郑博物馆,,新郑,"歇山式仿古建筑, 博物馆&展馆",2.3,4.4,74条点评
百花园,,信阳,地标观景,2.4,5,3条点评
美国街,,中牟,城市漫步,2.3,,
开封城墙公园,,开封,,2.3,4,1条点评
塔山旅游度假区,,荥阳,遛娃宝藏地,2.3,4.2,5条点评
主宅区一院,,巩义,历史建筑,2.3,,
洛阳郁金香牡丹园,,洛阳,"以牡丹和郁金香为主题, 遛娃宝藏地",2.4,4.9,63条点评
郑州 · 正版国漫2.5次元真人《狐妖小红娘》情景音乐秀演唱会,,郑州,演唱会,2.2,,
天波楼,,开封,,2.3,,
三皇栈道,,登封,"为纪念商祖王亥而建, 历史建筑",2.3,5,1条点评
三皇栈道,,登封,,2.3,5,1条点评
游龙峡,,辉县,,2.3,,
水善汇(西工店),,洛阳,,2.3,5,1条点评
商祖祠,,商丘,"为纪念商祖王亥而建, 历史建筑",2.3,4.3,12条点评
万岁山武侠城-动物园,,开封,动物园&水族馆,2.3,,
庙底沟考古遗址公园,,三门峡,,2.3,5,3条点评
二祖庵,,登封,历史建筑,2.3,4.7,21条点评
风味名吃街,,三门峡,城市漫步,2.3,5,1条点评
宝泉秘境,,辉县,,2.3,,
树间跳动森林探险乐园,,中牟,游乐场,2.3,5,1条点评
忠孝塔,,内乡,自然山水,2.3,5,1条点评
忠孝塔,,内乡,,2.3,5,1条点评
喊泉,,辉县,自然山水,2.3,3.7,29条点评
奥特旋风,,中牟,,2.3,,
熊耳山空相寺风景区,,三门峡,历史建筑,2.3,5,40条点评
怪坡旅游区,,汝州,"地质遗迹分布集中, 遛娃宝藏地",2.3,2.6,64条点评
汝阳恐龙化石群国家地质公园,,汝阳,"观看化石,学习恐龙知识",2.3,3.8,26条点评
策大师|了不起的艺术大师·从莫奈到梵高艺术装置展,,郑州,特色展馆,2.3,5,4条点评
爱情一号公路起点,,修武,,2.3,,
水立方水上乐园,,长垣,水上乐园&水世界,2.3,,
八一路商业步行街,,信阳,城市漫步,2.3,4.7,3条点评
焦作市博物馆,,焦作,博物馆&展馆,2.3,4.5,71条点评
焦作市博物馆,,焦作,博物馆&展馆,2.3,4.5,71条点评
庄子故里,,民权,历史建筑,2.3,3,2条点评
清明上河园-东京码头,,开封,,2.3,,
州桥及汴河遗址公众考古研学示范基地,,开封,,2.3,5,1条点评
嵩山飞拉达,,登封,,2.3,,
沙窝森林公园,,中牟,"雁鸣湖旁的生态农林观光园, 遛娃宝藏地",2.3,4.4,126条点评
毛主席纪念堂,,新密,,2.3,,
高阁寺,,安阳,历史建筑,2.3,4.6,10条点评
冰冰背,,林州,"结冰周期可持续五个月, 自然山水",2.3,2.6,24条点评
石柱山森林公园,,唐河,"唐河县八大景之一, 登高爬山",2.3,4.6,33条点评
苏州园林,,许昌,公园&植物园,2.3,5,8条点评
苏州园林,,许昌,公园&植物园,2.3,,
八卦城,,淇县,,2.3,,
寨沟,,栾川,"以“七潭八瀑”景观闻名, 自然山水",2.3,5,8条点评
杨靖宇将军纪念馆,,驻马店,,,,
双龙洞,,林州,,2.3,,
武当山,,淅川,,2.2,,
汉魏许都故城遗址,,许昌,历史建筑,2.3,5,15条点评
龙湖国家湿地公园,,周口,"水域面积为一万多亩, 自然山水",2.3,4.4,103条点评
郑板桥纪念馆,,范县,占地28亩,2.3,3.7,4条点评
2026第二届郑州星幻动漫节,,郑州,,2.3,,
霓裳云镜SPA馆,,郑州,SPA/按摩,2.3,5,14条点评
霓裳云镜SPA馆,,郑州,SPA/按摩,2.3,5,14条点评
洛艺剧院(丽景门店),,洛阳,,2.3,,
汤盛温泉汗蒸(西区店),,郑州,遛娃宝藏地,2.3,4.2,48条点评
摩崖三佛龛,,洛阳,"代表过去现在将来的三世佛, 历史建筑",2.3,4.8,54条点评
韩王庙与昼锦堂,,安阳,历史建筑,2.3,5,1条点评
月山寺,,博爱,"胜迹荟萃、景致奇异, 历史建筑",2.3,4.8,47条点评
南湾海岛风暴水上乐园,,信阳,"每天上演精彩绝伦的表演, 遛娃宝藏地",2.3,5,27条点评
摩天筒梯,,林州,,2.3,,
郑州黄河滩地公园,,郑州,公园&植物园,2.3,,
黄河母亲雕塑,,郑州,,2.3,5,1条点评
偃师商城博物馆,,洛阳,博物馆&展馆,2.3,4.4,20条点评
偃师商城博物馆,,洛阳,博物馆&展馆,2.3,4.4,20条点评
魏阳阳《走马，且观花——生命的双向凝视》,,郑州,特色展馆,2.1,,
龙门南山牡丹文化园,,洛阳,公园&植物园,2.3,4.2,6条点评
双塔寺风景区,,鹤壁,历史建筑,2.3,5,1条点评
小南海温泉,,鹿邑,,2.3,,
大河村国家考古遗址公园,,郑州,,2.3,5,1条点评
信合威尼斯水街,,信阳,城市漫步,2.3,5,3条点评
八戒租租手机,,郑州,,2.3,,
胡耀邦故居,,潢川,,2.3,,
昆玉山(长春观),,安阳,历史建筑,2.3,4.7,39条点评
刘少奇在开封陈列馆,,开封,泡温泉,2.3,5,1条点评
刘少奇在开封陈列馆,,开封,,,,
栾川九龙山温泉,,栾川,泡温泉,2.3,5,1条点评
荆紫关古建筑群,,淅川,历史建筑,2.3,5,1条点评
东寨村黄河观景台,,灵宝,地标观景,2.3,5,1条点评
天泽湾国际温泉旅游度假城,,汝州,"泉水富含有多种矿物质元素, 泡温泉",2.3,5,1条点评
五龙洞国家森林公园,,林州,登高爬山,2.3,5,28条点评
紫禁城,,周口,,2.3,5,1条点评
函谷关,,沁阳,,2.3,,
汤泉池,,商城,,2.2,,
黄河快艇,,荥阳,,2.3,,
邓州市博物馆,,邓州,博物馆&展馆,2.3,4.5,2条点评
邓州市博物馆,,邓州,博物馆&展馆,2.3,4.5,2条点评
郑州野生动物园,,登封,动物园&水族馆,2.3,,
虎牢关村,,荥阳,"地势险要，历史上的古战场, 历史建筑",2.3,3.3,27条点评
大明寺,,济源,历史建筑,2.2,4.5,2条点评
弦歌台,,周口,"纪念孔子的儒家式建筑, 历史建筑",2.3,4.2,27条点评
永昭陵,,巩义,,2.3,,
考拉大冒险儿童亲子主题乐园,,太康,儿童乐园,2.2,5,2条点评
黄国故城风景区,,潢川,,2.3,,
禹州市博物馆,,禹州,博物馆&展馆,2.3,5,1条点评
七世同居坊,,新乡,历史建筑,2.2,,
宜阳七彩童话动物王国,4A,宜阳,"四季皆可赏花的花木王国, 自然山水",2.2,4.3,12条点评
宜阳七彩童话动物王国,,宜阳,"四季皆可赏花的花木王国, 自然山水",2.2,4.3,12条点评
宝轮寺塔,,三门峡,"现存四大回音建筑之一, 历史建筑",2.3,4.2,32条点评
漯河市博物馆,,漯河,博物馆&展馆,2.3,4.3,4条点评
红山野生动物园,,洛阳,动物园&水族馆,2.2,,
中国汝瓷小镇,,汝州,地标观景,2.2,5,1条点评
罗姐寨风景区,,辉县,"由7个山峰组成, 登高爬山",2.2,4.4,17条点评
龙翔桥,,睢县,,2.2,,
西泰山,4A,汝阳,"在峡谷森林中寻找古朴民居, 登高爬山",2.2,4.2,139条点评
尚仙阁汉服妆造馆(清明上河园店),,开封,,2.3,,
老君台,,商丘,,2.2,,
田园牧歌,,栾川,公园&植物园,2.2,5,6条点评
田园牧歌,,栾川,,2.2,,
洛神公园,,洛阳,公园&植物园,2.2,5,6条点评
张衡博物馆,,南阳,博物馆&展馆,2.2,3.5,2条点评
黄河气垫船,,郑州,,2.2,4,1条点评
金雨玫瑰温泉度假区,,鄢陵,"东南亚风情露天香草温泉, 遛娃宝藏地",2.2,4.9,64条点评
郑州国家森林公园,,郑州,"生态健身为主题的休闲公园, 自然山水",2.2,4.7,95条点评
大梁门-古马道登城口,,开封,,2.2,4,1条点评
山谷恰恰,,荥阳,露营·营地,2.2,3,2条点评
三秋醋博园,,驻马店,"了解醋文化，体验亲手酿醋, 夜游观景",2.2,4.3,35条点评
高空玻璃天桥,,栾川,,2.2,,
兰考县焦裕禄纪念馆,,兰考,自然山水,2.2,4,1条点评
兰考县焦裕禄纪念馆,,兰考,,2.2,,
大苏山国家森林公园,,光山,自然山水,2.2,4,1条点评
龙门石窟-西山石窟入口,,洛阳,,2.2,1,1条点评
郏县文庙博物馆,,郏县,历史建筑,2.2,4,3条点评
偃月古城,,巩义,"极具中原特色的风情古镇, 夜游观景",2.2,2.5,15条点评
苑城文化公园,,新郑,公园&植物园,2.2,4.8,5条点评
大瀑布,,商城,,2.2,4,2条点评
开元湖音乐喷泉,,洛阳,"展现牡丹花元素的音乐喷泉, 地标观景",2.2,4.5,108条点评
MOROM莫多奇儿童王国,,郑州,主题乐园&游乐场,2.2,,
归德府城墙,,商丘,历史建筑,2.2,4.8,4条点评
爱思嘉·汴地牧歌,4A,开封,遛娃宝藏地,2.1,4,39条点评
爱思嘉·汴地牧歌,4A,开封,遛娃宝藏地,2.1,4,39条点评
郑韩故城,,新郑,"文物遗迹星罗棋布, 历史建筑",2.2,4.3,38条点评
汤盛温泉汗蒸(湟宫店),,郑州,遛娃宝藏地,2.2,3,21条点评
邓颖超祖居,,光山,历史建筑,,,
万安山野生动物欢乐世界,,洛阳,"建有水世界主题乐园, 遛娃宝藏地",2.2,3.3,44条点评
中灵山,,登封,"该山形似鞍马, 登高爬山",2.2,4,8条点评
陈楚古街,,周口,城市漫步,2.2,2.7,6条点评
邓州市湍河国家湿地公园,,邓州,自然山水,2.2,5,1条点评
文殊寺,,鲁山,历史建筑,2.2,4.6,9条点评
隐世山野·野奢露营地,,南召,,2.2,,
高家台观景台,4A,林州,"湖面开阔，湖畔古迹众多, 自然山水",2.2,5,1条点评
高家台观景台,,林州,,2.2,,
南阳博物馆全息动物园,,南阳,,2.2,5,1条点评
宿鸭湖水库,,汝南,"湖面开阔，湖畔古迹众多, 自然山水",2.2,3.4,71条点评
颐和伏牛山居温泉,,栾川,"隐于坡谷森林间的温泉汤池, 泡温泉",2.2,4.7,22条点评
九洲池瑶光殿,,洛阳,夜游观景,2.2,4.7,3条点评
万安山滑雪场,,洛阳,"两条雪道总长600余米, 遛娃宝藏地",2.2,3.7,23条点评
步云悬空栈道,,栾川,,2.3,5,1条点评
鸡公山桃花寨景区,4A,信阳,"水清林密，落有千年古刹, 遛娃宝藏地",2.2,3.4,24条点评
北舞渡镇,,舞阳,"以清代牌楼和胡辣汤称道, 古镇古村",2.2,4,37条点评
郑州冰雪大世界游乐园,,郑州,主题乐园&游乐场,2.2,5,1条点评
华夏神木博物馆,,濮阳,博物馆&展馆,2.2,4.5,4条点评
华夏神木博物馆,,濮阳,博物馆&展馆,2.2,,
洛阳大宋名相园,,洛阳,特色展馆,2.2,4.5,4条点评
嵖岈山温泉小镇,,遂平,,2.2,,
海汇美术馆,,郑州,特色展馆,2.2,4.3,3条点评
河南豫剧大剧院,,中牟,,2.2,,
小南海灵山寺石窟,,安阳,,2.2,,
万岁山武侠城-武侠九重天,,开封,夜游观景,2.2,,
狗熊岭嬉雪乐园,,郑州,主题乐园&游乐场,2.2,,
河南艺术中心大剧院,,郑州,演出,2.2,,
仓颉陵,,南乐,,2.2,2,1条点评
黄河小浪底水库,,济源,"每年有多种鸟类来此栖息, 自然山水",2.2,4,19条点评
黄河小浪底水库,,济源,,2.2,,
孟津黄河湿地自然保护区,,洛阳,"每年有多种鸟类来此栖息, 自然山水",2.2,4,19条点评
鸾州不夜城,,栾川,夜游观景,2.2,,
北宋皇陵保护所,,巩义,,2.2,,
郑州伦敦桥,,郑州,,2.2,5,1条点评
郑州 · 软柿子乐队2026《拖拖，你是一条狗》巡演,,郑州,livehouse,2.2,,
九龙瀑,,开封,,2.2,,
西苑公园,,洛阳,"具有民族风格的大门楼, 夜游观景",2.2,4.5,147条点评
水帘洞,,桐柏,"瀑布遮盖洞口，如珠帘垂挂, 自然山水",2.2,4.3,32条点评
印度风格佛殿,,洛阳,,2.2,5,1条点评
龙马负图寺,,洛阳,"中华易学的发源地, 历史建筑",2.2,4.5,45条点评
龙马负图寺,,洛阳,"中华易学的发源地, 历史建筑",2.2,4.5,45条点评
南山不老谷景区,,栾川,"五步一潭、十步一瀑, 自然山水",2.2,4.5,11条点评
五道幢,,西峡,自然山水,2.2,4.1,41条点评
临沣寨,,郏县,古镇古村,2.2,4.7,3条点评
韶山风景区,,渑池,登高爬山,2.2,3,1条点评
承享欢乐世界,,焦作,遛娃宝藏地,2.2,3.7,30条点评
轩辕黄帝,,新郑,历史建筑,2.2,4.7,7条点评
沐里汤泉,,长垣,泡温泉,2.2,3,2条点评
步行街美食城,,巩义,城市漫步,2.2,,
郑州蝶湖公园,,郑州,夜游观景,2.2,4.4,5条点评
许昌动物园,,许昌,动物园&水族馆,2.2,5,1条点评
许昌动物园,,许昌,动物园&水族馆,2.2,5,1条点评
绾青丝汉服体验馆,,洛阳,,2.2,,
河南省开封市豫剧院,,开封,演出,2.2,4.7,20条点评
黄鹿山,,洛阳,"因此处有黄鹿而得名, 历史建筑",2.2,3.3,7条点评
殷墟甲骨文出土史馆,,安阳,,2.2,5,1条点评
南召大宝天曼峡谷漂流,,南召,,2.2,3,3条点评
开心麻花·演艺新空间,,郑州,近两年新开,2.2,,
老君山地质广场,,栾川,,2.2,,
郑州嘉年华欢乐谷,,郑州,,2.2,,
